x,y,label
16.6546,-1.51989,0
10.5171,-5.01859,0
17.9631,14.4671,0
-1.31553,11.6027,0
5.11373,3.96143,0
32.2584,-2.7127,0
-10.5909,15.4029,0
21.6089,17.75,0
11.3114,1.03176,0
11.306,3.06896,0
15.5114,8.94309,0
15.372,18.1792,0
3.77755,13.3342,0
17.2799,13.978,0
-3.34973,26.6599,0
15.7257,6.37398,0
25.51,15.1584,0
16.6828,18.9594,0
-4.73469,24.0957,0
25.0879,19.6938,0
7.03836,10.6667,0
4.52121,-6.6353,0
6.45451,13.6627,0
5.32254,22.3855,0
0.631653,19.7941,0
-5.66913,11.3251,0
9.84381,-4.6955,0
15.3917,14.1453,0
1.28958,10.0995,0
17.1033,6.20779,0
17.1327,6.60923,0
9.70176,12.335,0
18.8035,-3.16076,0
6.08478,4.68919,0
-6.02519,26.6126,0
4.2376,7.31544,0
16.8223,8.13356,0
-4.76883,28.6582,0
0.506142,4.9463,0
12.5735,10.4149,0
16.3537,6.87431,0
0.100974,2.59025,0
13.6756,-12.7296,0
2.47736,8.42026,0
14.9928,15.1639,0
29.7171,15.6287,0
17.4849,3.3823,0
13.4581,-4.13764,0
2.2072,-1.55449,0
23.0513,24.3949,0
32.7422,25.5664,0
15.563,24.9426,0
8.13265,8.99871,0
0.458087,-9.89124,0
-9.16429,5.02929,0
-3.03171,20.2335,0
12.1239,15.103,0
19.9528,29.1498,0
13.0048,27.2309,0
10.4399,25.7741,0
0.351724,12.2222,0
10.3731,6.86377,0
17.9542,4.45569,0
21.0629,3.60787,0
6.06969,9.32534,0
14.0081,11.5225,0
-1.77779,14.6211,0
0.75257,-7.38184,0
-2.32955,5.07032,0
1.77457,6.27857,0
10.6958,16.3057,0
18.1115,34.1242,0
0.241777,27.0464,0
-0.420236,4.10583,0
15.4143,14.7826,0
8.46356,23.049,0
12.0307,17.4116,0
18.6873,6.94908,0
6.36936,5.70033,0
21.8292,5.56407,0
7.61541,-5.02438,0
5.82325,18.4028,0
22.352,8.52617,0
6.43462,21.1697,0
0.556095,-4.86608,0
6.73706,-11.7331,0
-1.39268,14.6454,0
4.93514,24.8681,0
20.3551,26.9812,0
8.62467,10.6717,0
16.3175,11.6408,0
9.01488,14.4225,0
17.5983,26.6602,0
2.63665,24.0478,0
13.8261,16.2716,0
10.3978,3.80489,0
-6.27359,3.879,0
-11.8806,0.178802,0
21.0205,9.69072,0
18.2563,16.9413,0
24.9635,-1.15822,0
10.137,6.44666,0
3.50907,16.5541,0
2.40992,-0.344519,0
16.0843,7.56262,0
5.98702,7.45653,0
12.639,14.3508,0
7.39254,22.613,0
10.3721,-1.25827,0
-19.0179,0.65073,0
3.03082,4.58099,0
34.0303,-3.71642,0
-5.84348,13.7914,0
36.9561,-1.24527,0
-0.188409,-1.86653,0
17.2829,1.55855,0
8.9204,29.1945,0
-5.87356,6.45673,0
17.7626,24.0229,0
12.4948,22.4707,0
12.6087,3.21259,0
3.6066,14.2479,0
20.4834,13.7453,0
31.6423,13.0469,0
4.7459,7.31713,0
-5.29548,6.00101,0
7.23831,19.9863,0
6.1446,19.9103,0
9.83784,8.33638,0
18.6469,5.14676,0
-0.563863,9.67398,0
5.21368,21.8314,0
-0.199388,9.17621,0
22.4283,8.39086,0
19.3956,-7.41282,0
31.2843,4.13146,0
8.38089,0.264759,0
7.84069,13.2006,0
23.8599,6.1715,0
6.18866,24.9264,0
18.0839,19.7421,0
14.231,12.4382,0
14.4807,8.66163,0
30.9199,17.5776,0
4.11705,3.29907,0
18.1007,9.57245,0
-3.77702,1.11521,0
18.4716,8.86141,0
30.6919,21.9132,0
1.83869,13.1765,0
14.2213,16.9616,0
27.7096,10.5258,0
9.95613,7.89005,0
11.7273,14.0009,0
2.15448,14.1635,0
-0.212043,1.33088,0
-1.73898,16.9849,0
2.29907,-0.293426,0
22.0115,-0.446946,0
4.27524,16.6738,0
19.3894,4.43682,0
8.80722,13.2382,0
-0.765818,-4.00481,0
12.6913,13.5292,0
12.7313,7.0508,0
8.38822,23.4535,0
23.4271,4.59864,0
4.0461,7.63494,0
7.66703,3.19363,0
22.608,5.13032,0
14.7439,28.7673,0
20.532,8.01565,0
16.4604,16.8153,0
12.7067,11.4821,0
-1.47406,3.32956,0
35.0496,14.4484,0
2.52918,15.5672,0
28.9961,-15.5783,0
10.5788,6.30769,0
5.52815,14.1243,0
12.4802,2.72892,0
18.1003,3.89169,0
11.1713,11.1006,0
14.5854,25.9921,0
27.2157,-1.98064,0
-1.40271,22.3755,0
-14.6687,9.79232,0
28.2516,14.2851,0
2.68876,3.03,0
9.58344,12.0051,0
3.65772,1.64987,0
3.57571,14.8024,0
34.6256,4.38465,0
36.1229,12.0585,0
12.5606,-4.73304,0
37.4836,34.1281,1
1.91527,22.2806,0
18.1403,3.56912,0
-1.21498,-3.31858,0
7.64643,29.9226,0
-2.84451,13.7112,0
14.6273,16.4933,0
-0.374269,15.0649,0
10.158,13.3361,0
19.4574,11.2931,0
-6.23644,9.58152,0
0.287064,6.75625,0
7.02539,8.29963,0
6.20541,29.4193,0
12.373,4.15216,0
-8.00196,15.6284,0
9.8795,13.9437,0
12.8322,20.9837,0
10.7114,18.5933,0
10.097,9.91522,0
17.8996,6.4513,0
-6.72069,14.9937,0
3.71273,7.36137,0
-16.2239,17.8179,0
8.71418,24.1012,0
17.0525,5.22786,0
-14.6917,31.7999,0
7.94342,10.268,0
14.005,21.5472,0
-1.30287,2.06334,0
-0.762477,7.00141,0
21.5463,21.1348,0
1.23273,12.7823,0
1.60279,2.21058,0
-6.67934,12.6192,0
-6.89254,2.9428,0
12.3243,22.6829,0
21.0247,26.1379,0
6.44312,-3.98495,0
22.392,13.5891,0
18.066,2.75352,0
8.13696,22.734,0
13.1421,24.2124,0
11.5145,15.9223,0
-2.5056,15.3074,0
3.29959,13.2484,0
-4.79522,1.21583,0
29.0848,10.3014,0
5.12492,4.62743,0
17.0608,9.96535,0
-0.340825,11.8596,0
15.2953,9.07695,0
6.39995,23.0467,0
14.5224,17.6934,0
28.8567,4.00733,0
10.7719,5.78727,0
7.42865,15.7771,0
-6.63765,14.0471,0
17.0881,8.2231,0
15.0776,-13.6894,0
-22.1521,9.51164,0
5.04531,1.78484,0
-2.52179,-7.60383,0
32.855,0.321004,0
6.07076,5.57969,0
3.50881,-3.73833,0
9.81884,2.40771,0
11.9335,18.7847,0
2.85006,-4.31489,0
5.20408,6.95764,0
13.5635,9.16074,0
2.63118,5.67723,0
6.51799,-0.974309,0
15.8008,19.6423,0
14.0739,-1.57705,0
-3.88839,0.406288,0
18.6915,10.0613,0
21.0912,26.4595,0
2.45929,6.83833,0
6.51319,-0.724332,0
24.3063,14.3975,0
13.9456,0.758121,0
-2.66471,-6.36948,0
8.10625,0.492009,0
17.0732,25.842,0
6.04943,22.9296,0
23.9403,27.2798,0
-7.40131,-3.55581,0
2.92675,22.417,0
-2.77431,-21.3607,0
-3.09462,16.6038,0
15.6634,18.6082,0
22.3694,20.297,0
-0.984013,23.2461,0
28.6348,4.79718,0
21.8801,12.6674,0
-3.62151,4.75014,0
12.5211,8.46408,0
-22.496,0.139292,0
17.3336,3.26889,0
-6.88401,-1.82491,0
10.2115,24.4521,0
12.1481,12.0658,0
-1.92487,-0.136134,0
21.6019,10.233,0
15.6634,13.8937,0
15.0212,9.18774,0
13.6019,16.8866,0
4.5541,37.1763,0
12.5606,7.90006,0
-11.5346,11.6395,0
24.588,1.86082,0
-8.38191,14.3541,0
-6.11426,7.36337,0
-5.19861,12.7868,0
21.1798,10.3698,0
6.73499,23.1993,0
10.197,15.4311,0
12.0408,17.2365,0
25.8683,2.3964,0
-5.33504,7.57804,0
9.82423,6.06933,0
14.2497,27.3935,0
5.55339,13.3063,0
9.22488,-2.70272,0
16.7274,15.9524,0
13.1971,14.4752,0
13.4767,-4.12387,0
6.28349,11.5509,0
15.3862,-8.22619,0
10.9682,9.92254,0
14.3925,3.20317,0
22.9197,20.6669,0
12.9942,15.3486,0
24.3881,18.264,0
-9.46783,0.643459,0
-5.98895,22.6705,0
-1.76662,18.5082,0
-2.99721,15.3621,0
-2.98059,14.5419,0
19.1852,12.0559,0
18.6205,-6.34877,0
4.54183,3.5868,0
2.02983,35.5239,0
18.0813,6.85388,0
16.5518,29.2598,0
20.8149,0.204134,0
4.77324,11.5506,0
17.5412,24.4892,0
11.232,27.9566,0
19.8841,3.37349,0
-3.51183,6.03616,0
19.8379,5.66016,0
21.5811,2.3089,0
12.7755,11.2617,0
-3.64039,-8.61112,0
22.1939,13.6751,0
24.5281,3.52037,0
-2.05568,19.0635,0
22.105,10.3223,0
11.0134,25.311,0
19.3442,17.9691,0
-3.01135,22.654,0
4.86415,-1.24612,0
-12.9338,4.05231,0
-3.22504,2.06601,0
27.5163,9.72616,0
15.9569,0.290234,0
5.76396,18.514,0
24.5311,23.7268,0
12.1378,-1.2417,0
-6.74228,10.8888,0
1.71273,14.6842,0
4.11435,23.4369,0
24.5742,17.2092,0
12.0915,-2.06183,0
6.3801,19.504,0
15.4881,21.7191,0
3.57273,-3.07815,0
26.3567,20.4721,0
14.7847,23.3459,0
-1.27928,0.933004,0
0.0112925,8.00801,0
5.98477,1.96194,0
8.85857,17.1847,0
19.3765,2.1225,0
9.10579,19.5116,0
9.64345,6.24165,0
-3.10917,18.9186,0
10.541,-3.39495,0
4.57333,11.783,0
22.9868,10.0736,0
-10.7796,14.0827,0
5.63292,18.0896,0
5.78256,12.3217,0
27.1903,10.5824,0
8.92082,30.3419,0
-1.78105,10.9877,0
-0.7275,-7.87921,0
23.34,16.6664,0
16.0058,1.37496,0
22.9711,15.7172,0
8.99378,-9.01458,0
8.24977,-2.67978,0
5.36869,12.6052,0
25.4552,22.2226,0
16.1015,11.3855,0
25.9423,5.39659,0
13.9685,23.8073,0
1.05977,2.48289,0
11.199,27.3492,0
10.0185,12.379,0
-5.96402,14.3096,0
14.6927,13.9403,0
5.16223,-3.94919,0
16.1365,2.49128,0
-8.42749,17.2857,0
17.4603,23.5299,0
4.83979,2.03509,0
24.7808,8.78768,0
3.28531,-2.70431,0
1.31718,13.3529,0
5.00065,13.5056,0
-2.90272,2.24029,0
12.8608,12.7293,0
6.36986,11.5665,0
5.91316,24.2298,0
-4.09876,-5.00835,0
-0.762595,18.5798,0
15.5851,11.2732,0
5.4032,11.2204,0
-1.12467,31.2817,0
6.12059,10.1682,0
9.47829,10.6623,0
-8.39991,8.8309,0
36.1788,-22.1776,2
2.1993,12.8455,0
8.84536,21.626,0
-14.181,1.87121,0
34.6409,11.6499,0
-0.769669,8.42469,0
-6.12447,23.0546,0
-14.6514,10.9695,0
11.587,14.4966,0
0.82045,10.6232,0
28.5049,10.3034,0
-8.36784,4.38602,0
32.4515,7.48842,0
6.73357,18.125,0
10.6445,16.7686,0
3.21932,19.5702,0
10.7458,27.0038,0
4.20772,2.85136,0
13.8741,13.7802,0
-10.3196,15.4605,0
11.6527,1.74313,0
25.7844,2.96188,0
12.4876,18.1563,0
7.27606,14.0826,0
9.18829,18.2449,0
7.06614,17.0394,0
2.46203,7.64494,0
12.1005,15.328,0
-0.531199,13.1453,0
10.1915,5.41425,0
8.34839,17.0936,0
-7.4093,15.4642,0
15.9942,13.5129,0
-6.60886,-0.939307,0
13.8656,6.094,0
24.6499,6.49425,0
20.5186,17.5951,0
11.2614,2.01368,0
5.03487,7.49916,0
1.19408,23.5075,0
13.1918,12.7636,0
9.72827,11.8072,0
13.9332,15.7472,0
18.4365,12.1825,0
12.6075,32.6225,0
6.42905,1.97263,0
12.3322,-14.7396,0
17.0251,8.81927,0
39.8902,23.9969,0
20.9893,17.2964,0
11.6534,-5.65759,0
15.0914,25.0266,0
11.2271,-8.07513,0
10.7656,-4.98842,0
3.91087,18.4119,0
9.76956,15.2687,0
12.9894,5.86834,0
15.6211,6.47414,0
10.134,-2.4998,0
1.27228,6.6446,0
28.9397,2.33154,0
-10.5051,20.751,0
0.224292,22.1642,0
23.2098,11.4096,0
17.6103,1.97416,0
7.37956,-5.53715,0
10.1012,5.68066,0
18.1536,9.89219,0
21.836,26.0912,0
19.9409,14.9215,0
-1.47513,8.28278,0
-7.94303,-3.83022,0
11.3046,8.81906,0
20.7643,6.11845,0
12.4683,7.27509,0
16.6402,1.67232,0
-11.4547,7.74168,0
7.89176,-8.19083,0
5.29503,24.1112,0
6.69505,20.8704,0
5.53627,15.6592,0
-1.78615,18.3847,0
10.1093,19.3781,0
12.3645,25.6544,0
24.2608,6.21167,0
-2.91337,-0.534563,0
19.3049,14.9908,0
-7.13408,-5.31856,0
6.65813,-0.820713,0
13.5678,3.18159,0
9.16516,12.4447,0
16.5765,19.4405,0
13.0403,25.823,0
12.1019,-7.60438,0
3.82096,7.38907,0
10.4859,11.9749,0
15.8932,17.6041,0
4.46537,18.8393,0
6.58334,25.9991,0
-3.65757,8.82105,0
9.94055,-12.2074,0
28.1356,-7.67182,0
7.35146,3.72413,0
25.1494,4.75645,0
-6.34752,11.7005,0
8.46982,1.85483,0
15.9227,21.0545,0
13.1624,22.885,0
6.61163,7.60246,0
14.5521,-1.46652,0
5.98436,2.76145,0
-2.99075,18.6798,0
10.4776,13.9604,0
15.7069,3.71145,0
31.103,3.89738,0
-0.268285,14.0739,0
15.7714,3.52523,0
-4.96197,27.0542,0
10.7859,2.02209,0
18.0671,31.1079,0
7.0072,16.1571,0
5.32458,16.398,0
25.6998,3.05663,0
20.72,23.5893,0
2.09015,9.11213,0
14.5711,-6.99086,0
15.5114,-5.55423,0
25.3493,25.9626,0
-2.52372,6.68242,0
-0.244671,-0.727191,0
-3.78723,2.67938,0
4.14692,13.8495,0
3.62979,-4.12287,0
27.0833,19.2256,0
9.19468,18.3967,0
12.3431,2.64234,0
7.80815,4.43754,0
11.6099,7.292,0
5.9895,8.107,0
4.25995,9.58588,0
16.3885,16.9085,0
5.56846,7.26055,0
22.8137,7.45684,0
14.0488,15.9274,0
3.02708,7.60309,0
18.7379,0.0247878,0
28.0562,31.5678,0
-0.396364,-3.10496,0
-1.19963,12.6904,0
0.727073,2.26189,0
27.0916,15.8248,0
8.93656,4.49961,0
18.2334,15.6426,0
-0.429218,2.21103,0
15.6607,19.9897,0
14.2337,15.7627,0
5.82982,10.3447,0
4.23092,1.73552,0
12.1918,15.0386,0
5.10318,3.64185,0
7.08866,6.2657,0
0.0134129,14.394,0
16.0705,12.1837,0
31.6029,8.55297,0
-14.9473,16.5969,0
38.0434,2.13859,0
24.3064,7.06776,0
29.1277,5.91117,0
2.7343,9.55194,0
5.49097,15.1099,0
25.7695,3.32471,0
15.6777,28.0466,0
27.4595,4.0046,0
6.71577,17.9191,0
4.45301,4.26552,0
21.7786,12.286,0
12.709,12.2558,0
6.46003,2.5032,0
-8.20779,27.7291,0
9.91443,14.1201,0
14.4853,4.17813,0
15.6044,1.94312,0
-1.80937,9.6628,0
16.427,-3.17143,0
6.08425,10.3338,0
8.62729,-2.30743,0
14.2866,3.92962,0
-11.5453,-20.0189,0
5.57577,10.6737,0
-2.53706,10.2585,0
20.0905,9.33872,0
-8.85235,13.4805,0
4.20942,17.8011,0
10.5794,13.8052,0
1.86462,11.3982,0
10.8485,18.4853,0
-0.770336,24.8807,0
14.3699,10.3415,0
1.48944,-4.19631,0
26.4496,3.56247,0
-4.26679,3.65383,0
8.97684,18.4039,0
20.7749,13.1825,0
27.6371,19.1391,0
16.2934,8.55099,0
16.8783,14.8328,0
16.8255,9.97662,0
5.16535,6.9856,0
50.9744,19.2601,2
-0.121684,14.1178,0
-8.03216,11.6519,0
-0.771191,9.47847,0
7.82228,4.63563,0
-2.54269,31.2995,0
12.4154,10.0566,0
10.4471,6.14712,0
10.0277,15.3303,0
15.529,5.2414,0
9.74757,11.9903,0
19.9816,14.5416,0
18.3643,-4.59378,0
13.2272,7.87343,0
-0.556877,6.2336,0
7.47601,16.6445,0
-2.54106,16.4145,0
14.305,11.8489,0
3.96736,20.7288,0
0.227164,29.0848,0
11.5732,14.5351,0
2.31877,19.8587,0
1.74814,10.9386,0
17.7825,4.55875,0
-4.29023,4.42595,0
16.531,4.67193,0
7.54609,10.2789,0
13.152,8.5401,0
0.530475,18.3346,0
21.3589,27.1003,0
-0.527498,17.2968,0
12.9459,12.2368,0
20.5601,-0.527743,0
0.369141,-4.90859,0
10.8858,-2.08488,0
1.04785,14.6625,0
17.2847,1.17794,0
8.22451,18.2127,0
18.7966,1.55891,0
2.29463,11.4626,0
13.1638,15.7081,0
11.9687,22.3184,0
18.1468,1.83659,0
6.30985,10.4237,0
12.4981,13.0234,0
6.25429,28.3569,0
20.5799,19.2585,0
-0.675866,6.13237,0
-2.52902,29.8488,0
2.53113,31.6244,0
16.9888,14.5792,0
2.59983,20.3945,0
6.32638,0.826507,0
13.8971,7.50579,0
-5.49349,19.4358,0
21.96,24.6108,0
7.30367,2.84102,0
22.3577,1.494,0
2.10492,5.70593,0
26.1846,-9.62667,0
20.8077,10.346,0
10.5703,34.3987,0
-7.88056,13.9566,0
6.53468,16.0591,0
6.42119,22.4082,0
2.53633,2.95598,0
17.0294,29.7682,0
-0.486234,12.2368,0
1.18836,8.1027,0
-3.90696,5.57888,0
5.44187,5.8749,0
18.6601,-4.47088,0
13.3351,3.55772,0
24.1253,18.5255,0
12.9869,17.4344,0
13.3588,9.17312,0
13.4186,-0.0761912,0
5.22436,22.7199,0
10.3421,16.271,0
-0.36937,11.2567,0
12.9164,31.9935,0
0.909018,24.9185,0
-1.40927,9.20392,0
-4.36598,16.9166,0
10.2559,22.3526,0
12.4367,10.2377,0
-1.17046,15.728,0
-6.2296,23.0203,0
9.66363,25.2942,0
9.05127,12.5823,0
0.876711,20.0813,0
4.49293,16.6176,0
15.5308,10.3722,0
0.789848,22.085,0
15.8828,10.7026,0
15.6538,1.85582,0
7.00605,1.03478,0
18.0604,-0.409986,0
19.5014,22.8467,0
14.3448,-0.553633,0
6.58449,24.9582,0
0.721706,16.4536,0
8.03484,9.82613,0
22.0732,10.3196,0
8.20879,16.1026,0
-0.654028,7.41859,0
33.9034,3.2749,0
15.5583,13.5529,0
7.38788,15.8679,0
69.8478,-10.1022,2
5.22969,18.3918,0
9.33995,9.98199,0
14.0292,2.41937,0
3.08454,30.3529,0
-9.02223,3.56673,0
8.1879,10.0744,0
4.38993,10.117,0
17.4911,9.63141,0
25.9419,6.53581,0
14.061,2.90585,0
4.65805,-5.76476,0
19.844,19.1273,0
15.5614,9.62353,0
7.17826,14.8557,0
22.6423,4.81697,0
-7.80429,-1.11159,0
-5.11891,7.38738,0
6.15276,14.2252,0
8.55186,24.936,0
3.13437,-6.63237,0
-1.16489,18.8631,0
48.1905,56.0067,1
48.3286,76.0944,1
31.4415,62.6671,1
37.6092,64.7549,1
52.6858,71.5361,1
48.723,83.2938,1
31.8552,59.3544,1
55.5533,57.3196,1
29.0634,49.3499,1
50.453,78.0142,1
33.5429,51.278,1
45.1109,46.3456,1
43.7305,67.1385,1
55.9023,44.4136,1
35.5114,63.0224,1
36.6644,60.0018,1
39.2229,42.7679,1
25.7636,72.0769,1
42.3128,66.0404,1
46.6654,58.454,1
57.7622,50.8,1
53.6406,53.1944,1
55.5931,72.5821,1
34.6382,62.9382,1
68.8138,49.4091,1
38.2267,55.0821,1
42.4184,73.778,1
44.4238,52.0499,1
32.4459,52.4647,1
43.853,49.0059,1
52.9356,51.5271,1
46.0593,70.1899,1
44.4331,58.9645,1
53.3247,66.9957,1
54.9349,52.0303,1
44.0033,60.1725,1
38.5423,53.1156,1
26.8914,60.1769,1
27.2274,47.0747,1
24.603,58.4465,1
45.1839,69.4577,1
35.5881,73.1741,1
28.1291,44.0628,1
39.8382,48.7039,1
40.0544,79.0523,1
54.4557,49.3449,1
58.99,59.5181,1
47.3125,47.8012,1
46.0577,70.0816,1
51.1862,60.5778,1
58.0116,62.8773,1
31.0512,61.8856,1
32.6354,43.2457,1
59.2191,75.1645,1
40.6654,81.7976,1
35.8268,67.834,1
49.3552,75.2932,1
57.813,55.6186,1
36.0708,51.27,1
33.8889,48.8369,1
38.753,68.916,1
44.3018,53.3765,1
43.4087,62.6409,1
36.2508,46.2489,1
35.6605,40.1618,1
44.1886,74.1813,1
42.353,68.8694,1
59.7276,71.6487,1
41.7742,74.6919,1
39.4858,58.3003,1
46.1859,49.0252,1
32.8916,50.1713,1
31.0353,72.2532,1
47.2611,67.1427,1
43.6306,63.0477,1
43.2038,57.5869,1
34.4568,54.8234,1
36.085,68.0006,1
55.9322,63.0773,1
30.0101,67.8034,1
40.1744,50.2332,1
40.5125,61.1607,1
44.8423,59.1714,1
44.9583,65.0977,1
49.3473,52.5669,1
24.1833,63.4871,1
41.5729,48.4145,1
36.9714,65.0233,1
39.8394,49.2248,1
39.4276,46.0725,1
33.8558,58.8609,1
32.4445,46.9804,1
35.1236,78.5697,1
36.9919,63.6275,1
44.0428,69.9476,1
47.6648,59.8041,1
46.3599,59.6595,1
71.5626,53.9153,1
28.9287,46.3305,1
47.1993,41.3957,1
48.1551,83.9858,1
48.4477,54.6517,1
35.1834,68.1984,1
52.2613,50.6406,1
35.7759,62.3721,1
43.3779,60.6526,1
40.4088,53.2129,1
46.3913,64.8,1
61.88,62.7935,1
18.9909,54.7946,1
35.5459,64.3444,1
50.3755,68.0559,1
54.5467,60.9891,1
44.1371,53.4071,1
45.5537,70.6302,1
45.6804,41.9937,1
55.0457,48.4673,1
37.8138,42.2453,1
33.5649,78.1099,1
19.2699,67.1852,1
37.2848,37.792,1
39.7756,44.8325,1
35.4631,70.3063,1
40.4144,65.258,1
26.7135,60.6096,1
40.5034,57.2223,1
29.8314,55.3533,1
40.0423,60.3869,1
40.9519,51.6069,1
51.6889,52.4718,1
24.695,50.505,1
62.7868,55.4173,1
21.0862,48.0703,1
22.0205,45.0129,1
41.0114,45.2085,1
41.4763,49.6987,1
43.1553,69.9619,1
29.0692,31.3981,0
33.9726,58.3128,1
35.5847,46.3767,1
31.5215,61.4499,1
38.5095,54.9348,1
48.5196,45.1665,1
51.8065,48.9226,1
59.9333,41.366,1
37.5244,65.4144,1
41.3851,58.3734,1
59.8998,45.3802,1
46.3229,49.5424,1
45.6916,60.9259,1
36.7952,78.2039,1
30.7087,70.3304,1
51.9706,80.7032,1
50.4709,64.8867,1
52.5575,66.8584,1
38.0208,75.947,1
47.8183,58.6544,1
45.8513,67.8525,1
51.3442,68.263,1
37.3332,67.9825,1
45.6113,63.2062,1
31.5076,65.7117,1
28.5189,73.797,1
50.7481,53.5764,1
39.537,69.9383,1
49.5637,68.6858,1
57.4164,42.796,1
35.5556,58.5235,1
42.9631,37.9755,1
41.9864,55.8098,1
32.5553,46.4426,1
32.3453,60.5751,1
24.4486,51.3662,1
39.5336,64.5308,1
28.8098,55.8043,1
39.8302,55.0415,1
39.4201,44.5322,1
42.7581,66.4283,1
23.1761,56.867,1
25.559,68.7241,1
18.264,40.0233,1
30.7078,63.3101,1
49.4344,79.6261,1
41.1535,60.2838,1
36.1754,65.568,1
44.0812,51.8445,1
43.2745,68.8557,1
49.3942,60.629,1
50.5336,46.0331,1
42.9527,71.277,1
30.574,76.2777,1
35.2099,69.408,1
39.5469,58.254,1
40.542,68.2933,1
42.1473,63.224,1
39.309,55.7802,1
50.0586,57.0934,1
43.6754,63.2172,1
39.7935,43.7381,1
43.4454,50.1969,1
41.6781,55.2896,1
48.594,69.6459,1
38.4608,61.0842,1
53.2652,63.8202,1
49.0517,66.4999,1
39.3174,67.486,1
41.2462,49.4765,1
37.8871,59.9165,1
41.1462,63.447,1
32.5216,73.2353,1
41.1081,44.6818,1
25.3489,55.2514,1
41.9661,60.389,1
40.6519,61.1123,1
31.384,66.525,1
59.7858,38.4913,1
31.3399,63.0905,1
40.9255,60.4377,1
29.6773,66.3807,1
32.5968,33.8671,1
20.8873,56.1875,1
37.8447,51.0132,1
40.5778,69.0649,1
59.6733,74.5556,1
36.6854,50.436,1
45.94,57.6818,1
64.9814,79.7121,1
36.9833,65.3546,1
45.6747,55.1519,1
37.5164,49.0635,1
51.3207,56.6337,1
46.1397,46.2681,1
46.3057,50.0793,1
58.7848,35.3728,1
24.4064,58.8738,1
42.2278,61.2397,1
19.3364,69.7832,1
39.095,60.0045,1
31.5454,56.1856,1
46.8105,51.3348,1
37.3142,60.648,1
35.3128,64.6146,1
47.034,66.3274,1
43.2005,64.0138,1
57.7837,73.3098,1
51.9535,50.6932,1
37.0409,60.5189,1
33.2608,75.7104,1
45.9442,71.4994,1
35.7338,46.9001,1
40.7638,67.6875,1
35.1455,65.5663,1
35.6618,56.8002,1
